event 1,event 2,cost
387,368,137500
346,372,316700
587,561,214800
479,475,231200
849,790,221900
263,297,338800
650,614,235600
421,441,235800
609,595,248200
610,597,234100
1264,1232,264900
802,772,180000
274,273,199600
462,418,184400
635,620,207500
741,739,240000
908,825,304700
1045,985,248100
624,660,284900
267,255,202400
652,636,197400
362,359,190900
737,699,177700
754,743,191800
518,474,150000
405,418,192500
415,426,210600
352,338,207500
436,456,211500
404,385,195800
238,264,204100
296,272,217500
349,317,191900
597,585,177700
267,264,192800
503,502,194200
503,456,211700
319,307,179200
331,334,208800
898,829,221200
118,107,181300
310,294,218900
579,590,255900
494,481,223500
545,527,294900
889,896,237600
634,611,216600
403,395,223200
559,554,228900
478,452,207400
302,298,257500
377,373,233100
528,537,270100
557,569,259400
575,572,247100
613,591,369400
507,503,384500
395,396,376200
298,296,342700
383,353,362400
617,623,360100
347,346,372000
403,414,364700
967,903,340100
1030,1001,240400
430,403,258000
14,8,193800
393,429,359600
701,650,219500
434,454,390900
435,401,353500
330,326,359100
562,541,355600
466,476,245100
504,477,196900
624,625,320700
442,404,212500
333,304,195300
554,532,193100
355,317,277400
1204,1129,256000
653,654,329700
830,748,320700
637,648,273900
312,283,201900
279,265,159600
462,415,190900
513,544,263000
352,368,398800
338,295,218200
281,264,237500
346,310,244400
477,457,245300
464,472,318500
437,431,258300
328,290,260000
653,691,198400
532,509,229600
195,184,132800
1054,1021,226400
678,665,286700
655,670,343900
372,372,386700
516,501,163800
675,638,213400
624,643,241000
515,497,216100
437,450,234600
567,543,237400
328,322,289300
347,355,279200
469,478,315900
388,362,313100
546,544,328500
390,389,344400
772,743,208600
691,638,215600
857,830,196000
892,821,217600
456,432,204500
893,693,192300
1083,1065,190100
614,641,200900
383,394,220700
329,353,213000
448,452,203700
1141,1004,224100
447,400,209300
612,640,195200
205,206,188000
452,402,194200
838,803,202100
713,709,213400
563,580,214100
831,797,226400
228,219,187200
306,304,212600
418,405,197200
196,178,203000
272,276,192600
343,352,207000
325,299,195100
637,619,165100
1615,1497,185700
906,876,178000
289,280,268100
391,341,269600
567,527,159400
302,314,161100
720,649,170800
499,453,174000
544,462,165600
537,535,217000
307,291,161900
612,564,176100
437,435,393700
509,498,240600
1020,988,160500
306,288,347800
344,339,181800
445,412,137500
279,265,185100
247,236,218500
542,526,367400
300,318,321600
136,130,462800
384,92,143800
583,124,124000
372,42,170000
361,76,200000
386,116,171900
460,144,127800
360,163,146900
359,209,145800
348,78,176600
242,66,283300
525,189,179200
559,106,360000
241,80,213200
294,174,196900
392,162,158300
574,150,153300
306,104,146900
614,152,169500
525,233,163500
469,213,123800
491,95,154500
426,257,99300
571,342,93600
444,303,225000
391,138,139300
1415,1198,146800
189,146,101000
262,184,118200
242,229,97700
1416,1373,143000
755,709,138400
1284,1227,184300
753,710,139000
281,266,122200
313,309,239400
717,686,216500
,186,128100
299,299,193100
422,389,220100
463,447,237100
1333,1300,287800
108,111,276600
433,428,236500
278,278,233000
370,314,217500
528,532,277800
414,405,220100
296,286,239200
639,623,264400
255,251,394000
636,616,334800
264,226,273100
459,429,247600
1368,1294,229600
576,549,203700
887,685,154900
499,540,172100
1314,1316,135900
672,631,267400
644,663,198700
1168,1131,179400
1117,1045,128500
778,789,134700
1099,1043,139200
416,411,220100
228,232,186300
750,706,129200
885,804,86300
89,94,83800
1039,959,87900
3559,3112,169300
631,578,101900
307,249,85300
174,170,187500
550,587,201400
1739,1591,147900
352,369,141100
143,136,136500
871,783,142600
514,409,218000
1643,1582,217300
729,705,188700
485,428,173200
261,269,110200
176,190,92000
521,477,124800
500,519,209400
640,603,151900
710,716,139400
859,805,124400
646,590,162700
541,540,126400
228,222,82100
461,429,192600
358,357,191400
394,407,108700
259,240,93600
120,146,110800
297,315,99300
317,281,91300
1269,1176,111300
312,299,212000
871,859,135500
423,403,190500
117,112,125000
884,831,164000
372,378,158800
691,680,220600
431,412,196300
890,844,158600
403,363,55300
355,369,212800
550,510,201900
221,231,191900
195,187,192300
380,377,156100
824,794,167700
294,297,150700
445,407,153200
450,397,166800
661,622,162900
730,693,174300
799,770,185400
23,27,312500
598,373,142700
389,283,128900
903,266,118800
178,21,175000
1545,254,141300
1409,353,244000
436,374,139100
906,815,148000
717,661,151500
511,449,87800
385,365,83500
328,320,70900
546,529,81900
238,203,96600
351,316,118800
92,72,102500
218,152,88200
283,242,102000
784,348,130500
398,122,126500
214,39,83000
557,244,88800
266,201,71900
104,86,100000
456,419,55900
673,617,75900
258,209,92800
151,140,82500
261,222,89200
313,274,69600
664,580,58000
190,115,75000
180,110,89400
245,16,67500
301,262,93600
667,582,77100
232,104,193800
199,43,137500
225,85,143800
336,206,113400
394,172,111500
880,281,145200
254,236,87800
261,283,92900
155,142,88900
278,250,90600
895,838,105100
247,185,124200
514,515,123800
332,313,141700
571,504,101600
452,437,169100
183,182,125000
772,675,96700
297,253,155000
176,186,162500
547,484,95800
224,220,114200
453,435,82300
697,682,92400
241,200,79900
250,244,84800
44,24,125000
28,31,112500
1242,1076,85900
886,838,122500
335,327,82200
469,467,80700
548,528,216600
316,314,235200
210,211,204800
1269,1238,219600
1181,1107,315200
553,529,136200
703,580,150000
345,358,129300
322,298,125500
348,376,117900
238,232,148900
276,269,134800
617,595,118800
901,823,123400
365,389,157800
22,18,112500
651,646,116500
177,161,115300
423,389,111500
491,444,117300
283,305,132100
257,287,123900
848,798,110800
469,459,98100
418,415,112700
623,575,133800
269,262,122900
284,287,120700
166,135,121400
461,451,114400
351,311,142600
296,291,140100
380,385,136800
494,485,127900
680,673,109100
251,214,82700
298,261,81300
150,128,89300
187,191,112000
171,203,116000
476,420,117600
714,706,112500
595,590,125600
1081,1013,118500
532,469,113500
325,353,113900
444,405,104500
396,374,113300
1368,1240,129300
262,254,109400
272,284,116000
869,859,103700
452,425,114100
516,507,126900
320,306,118700
236,227,129900
1320,1199,113900
525,517,110800
422,415,121400
588,551,113300
583,577,113700
178,180,314100
754,778,148700
2511,2245,138000
10,13,193800
366,331,87800
216,199,92000
570,449,97800
882,858,162800
599,532,86800
307,283,76200
571,530,83400
421,406,152200
2043,1909,119500
598,551,95200
426,377,98300
621,612,88600
346,385,96600
547,457,116900
1517,1492,171300
317,316,128500
392,336,116400
475,456,115000
462,448,160600
416,381,138700
1913,1717,158100
376,388,121100
427,425,108200
738,640,142400
1835,1765,135300
1153,1134,145500
746,672,124700
2057,2086,182900
215,217,141000
273,283,141000
62,57,137500
34,28,375000
575,501,153100
700,719,75000
935,865,203200
926,864,163900
42,40,164300
73,88,257100
151,146,271900
444,462,229400
1491,1509,203400
850,720,137600
185,176,191700
439,458,164800
3217,2463,220800
271,288,251000
934,860,154300
501,509,163300
324,307,198800
319,228,233500
586,594,246400
396,362,214600
47,46,244200
835,796,135600
1020,936,139100
513,426,115600
337,348,146800
1486,1457,169100
296,328,99600
1249,1128,124600
1470,1385,139200
153,172,143400
620,552,85800
139,137,88500
465,416,112900
336,320,117300
490,467,127100
880,857,114700
861,766,132800
142,142,121100
208,235,110500
417,395,105600
294,279,105400
459,450,122000
773,726,126100
576,558,124600
760,669,127300
2130,1840,144800
1799,1855,149900
2238,2094,159100
666,649,141100
351,360,334100
1005,1088,158000
602,564,123800
178,165,102500
667,624,91000
1017,850,239800
210,180,96200
404,351,107900
618,610,108800
517,480,138200
294,258,113000
446,428,119400
164,179,110600
171,177,113500
959,877,117000
849,813,107000
478,420,116100
156,135,122800
287,278,165000
449,461,163900
131,125,144300
272,265,142100
1373,1304,195300
127,115,339300
2640,2553,195100
29,28,216700
76,65,500001
955,892,221400
1066,1036,177100
1584,1516,137100
1366,1309,204800
1165,1113,150300
473,477,161000
1570,1415,138100
2727,1985,257900
146,144,111000
400,403,189800
324,310,195600
1035,1001,160800
580,559,215000
421,382,189800
1842,1453,187800
394,367,211300
524,549,267900
848,788,240500
235,216,110000
335,311,161300
751,657,127900
702,672,118000
718,662,295200
330,321,249100
1125,1077,223600
209,159,123200
138,134,173900
1371,1195,152700
1298,1205,184500
666,629,144500
594,595,236500
,1176,214500
1791,1644,216500
353,300,162500
19,20,162500
64,67,101600
4952,4616,103400
850,836,133500
691,656,140300
3032,2723,160600
769,658,95300
708,636,85400
527,533,129900
1118,1087,132600
2696,2437,142000
2208,2180,138700
1361,1294,163300
1240,1150,155500
639,568,223200
2537,2342,197700
212,219,135700
841,766,86900
1744,1470,127200
55,49,164800
423,369,113900
1447,1333,113200
1761,1703,137600
1914,1729,124600
2100,2127,127200
2031,1911,136600
537,517,114200
1026,972,117000
2865,2688,130900
1468,1397,152600
502,502,143500
1461,1370,121500
239,84,244400
3366,2812,143000
7,14,500001
201,179,136300
12,15,187500
230,173,161300
251,192,100000
805,673,122100
1946,1661,113700
1758,1427,97900
1073,918,110100
1079,933,98600
920,829,83300
1196,1124,92400
1256,1151,83500
1037,1074,136400
4072,3361,228900
941,747,113400
650,515,125900
356,323,117200
1187,839,177300
187,190,145800
500,464,139600
339,304,161200
293,279,148200
424,354,169300
851,780,96100
929,840,155400
386,355,109200
565,488,145300
756,695,148800
920,729,126500
426,408,90500
960,853,112500
1035,944,71300
1265,1152,111500
454,477,140700
759,673,89300
703,607,81500
496,461,83000
804,713,118300
576,552,173300
922,846,146500
1379,1290,104200
678,606,129200
576,545,101300
427,368,110000
235,210,114600
997,1006,168700
865,785,123800
486,425,154300
169,156,157400
236,190,111300
1003,870,100600
107,96,125000
2728,2350,131800
2306,1749,132600
1535,1351,109200
2726,2426,162200
928,832,163600
62,68,465600
813,731,159300
316,233,155600
265,243,210700
1324,1161,150900
5033,3197,174300
428,366,215300
431,388,145600
3245,2716,187300
1000,943,147500
530,502,347700
471,421,392100
289,247,307600
352,317,337200
167,140,221900
247,181,493300
18,17,187500
42,42,500001
4055,3252,191100
4957,4339,212300
1413,1243,174200
410,270,43000
2269,1986,183000
890,712,429000
133,92,500001
1579,1446,134700
1164,1055,189700
316,277,201300
178,147,173900
149,97,93800
89,80,143800
3474,3232,97800
426,430,127900
573,507,85800
1096,1057,109500
1148,1036,121500
666,654,112800
431,399,89400
973,904,87000
810,765,94500
405,400,91200
445,475,118900
851,781,120000
573,515,132300
757,705,76300
628,629,86200
965,824,77500
2401,2106,77000
1062,1024,85700
792,758,76900
755,696,87600
1410,1240,137600
903,659,105100
1702,1451,95900
1309,1118,107900
1704,1554,69400
1529,1107,94400
750,695,112500
2007,1689,113100
203,158,120700
472,350,139300
1335,1094,108900
2205,1949,95300
546,542,77700
691,660,83000
606,527,74800
804,739,74000
130,110,56700
761,717,130800
623,508,140000
538,485,81700
2127,1955,123400
443,417,170700
781,785,104900
326,282,94400
852,812,132100
658,619,195900
886,836,118800
974,843,116300
1222,1151,112100
312,301,149000
367,313,105200
11,10,187500
497,479,81900
69,59,147500
131,120,58000
68,67,90000
525,437,63000
469,381,81800
1238,980,146300
2,2,55000
118,74,91100
640,654,89800
498,453,73200
632,603,91200
722,626,73200
83,88,68300
672,643,98600
1594,1469,95600
916,912,72600
429,342,55000
738,647,71800
100,82,193800
906,843,73400
812,721,54600
361,310,73100
621,598,81000
1070,276,143400
63,39,100000
2161,852,150500
711,255,161100
661,242,214300
145,104,163500
219,169,137500
265,195,128100
682,475,122900
272,199,115300
82,74,345500
268,216,173400
48,39,103100
827,592,113500
255,179,155700
2257,1653,74400
109,90,66300
306,233,61000
71,61,68100
166,107,50000
67,50,76600
1266,599,88400
3098,1232,78500
754,665,89600
1395,1132,61100
648,532,68200
1882,1621,66600
780,584,66000
300,248,89400
471,388,85200
913,486,81000
868,567,146400
193,185,100000
364,268,71000
859,445,130400
1035,581,70400
1652,921,230200
2186,1337,110900
562,346,500001
1839,1340,159000
1444,1105,112500
85,14,87500
636,532,65900
2315,1734,145200
2501,1300,115600
399,264,321900
615,210,90000
1229,1183,94800
2552,1265,162200
1714,1341,124100
1217,833,199400
1875,688,148900
1387,890,183900
547,343,301600
1074,740,248100
1780,919,235600
463,214,220500
763,667,125200
1371,485,137500
2020,1000,145200
1512,1270,142500
920,828,104200
2481,2095,90900
1487,661,136400
1343,781,115100
1260,570,285000
712,464,232100
992,639,134600
2837,1262,341700
500,208,259200
1206,1008,99100
4522,2221,239300
3479,1820,194500
3923,1376,158500
2508,1761,131900
414,240,55000
745,638,83000
767,669,122500
441,340,113600
2405,1570,134500
1859,1337,121300
1618,1075,128000
2460,1423,258100
2007,1083,238800
1355,1043,152300
1110,656,97500
438,237,500001
249,67,403300
476,387,168800
893,440,177800
782,529,138300
1542,448,318100
2000,1139,353100
842,391,231300
481,304,137500
410,350,93400
851,731,91800
831,713,98000
558,474,102600
1827,1283,105800
444,374,92900
849,401,124700
595,275,96700
2555,1926,199300
760,470,167400
187,169,67500
91,81,50000
1039,935,93400
2224,1845,95000
566,505,104100
858,815,69400
,202,68200
714,676,68900
352,305,68500
221,239,72100
787,772,82200
258,245,58800
625,535,60600
1326,1186,76900
1349,1243,90000
54,70,112500
354,355,84700
499,443,65400
273,235,96300
295,282,100900
176,166,100000
189,118,366700
1222,302,382400
512,442,58600
820,685,100000
958,905,66400
379,250,68900
277,260,61400
800,788,65900
203,153,47500
476,477,67500
654,660,66700
19,21,155000
1346,1273,74000
89,75,76100
397,283,53500
24,15,27500
282,186,71700
129,52,71300
635,45,87500
322,256,94900
360,303,44400
174,117,85700
337,226,73400
326,262,65500
35,34,45000
1175,1056,58400
261,242,61500
801,824,86500
236,239,74000
3,3,275000
680,633,82400
483,437,62000
954,918,155700
446,448,163700
338,342,161400
339,341,147100
476,457,142000
545,495,164500
435,446,148800
415,388,153900
356,362,147900
807,777,181600
397,353,109800
555,528,115100
952,850,137500
483,459,109300
146,127,94300
744,662,140600
664,603,90300
341,320,70500
180,190,85000
324,250,168800
306,295,162500
1220,1122,125000
175,160,77500
405,367,137500
566,503,137500
804,747,141700
193,187,187500
492,421,93800
967,829,87900
368,338,150000
926,877,123900
805,785,114100
103,99,200000
968,837,168100
757,708,157500
412,384,236100
476,457,233800
372,369,111800
172,151,140000
159,160,213200
367,358,158900
419,383,156700
227,210,131700
466,438,131900
165,166,139400
288,257,125900
244,245,137800
635,625,232500
555,530,173800
39,43,98900
714,656,100100
808,753,77600
393,381,122800
235,232,121200
383,386,97000
162,145,85600
180,177,104000
648,558,84100
463,407,68500
403,336,65400
408,369,85900
559,524,95800
573,490,88100
263,258,113600
344,353,134700
324,288,114300
239,231,87500
457,455,86900
385,365,108800
344,316,94600
351,321,87500
166,147,93800
254,200,80000
645,616,123100
312,294,137500
631,597,137900
278,291,137200
392,353,103500
460,442,151100
455,448,209800
368,350,137800
536,442,123000
133,138,405800
632,621,224100
634,659,236800
201,209,179800
360,345,228700
358,375,162500
448,380,94300
309,296,175000
333,327,191900
216,181,125000
310,274,65400
308,263,55800
464,402,56700
287,291,67000
295,244,94600
250,244,56000
308,280,58300
205,175,58200
435,385,57000
265,235,108000
417,410,92700
359,345,101500
509,503,92400
734,727,86600
501,468,87600
493,470,94300
688,658,101300
,562,93600
501,471,75700
371,342,79000
224,231,72100
367,366,71200
288,291,71800
294,279,82700
426,437,81900
432,411,80600
720,708,66800
666,663,87800
556,485,72600
399,385,72100
945,899,78300
388,380,76600
593,572,192000
684,657,114300
265,266,191900
408,419,216600
466,427,59100
439,427,171300
217,236,251600
588,569,181400
315,340,101600
536,505,130600
393,355,78400
280,280,103900
357,356,96400
413,384,96800
281,271,124200
685,626,73500
361,356,62300
510,483,52500
725,625,54400
146,125,65400
169,128,152900
439,449,84500
271,263,87900
330,309,98500
607,579,79500
479,471,164800
585,561,160300
623,594,171200
1456,1386,156900
790,761,158300
745,739,180200
851,837,216800
738,750,204600
1051,997,183600
1590,1513,217900
477,495,216800
1324,1174,178900
805,855,184400
5027,4855,212200
800,670,152800
1535,1481,174500
497,530,95800
201,205,72300
792,659,70300
301,300,77700
690,696,78200
725,675,83400
806,752,78600
832,816,74600
790,770,78800
551,487,76200
1185,1105,68000
462,476,67300
384,354,60500
388,315,69900
415,395,75400
354,306,87000
324,281,63900
588,556,65400
411,391,55700
638,560,66800
606,599,110000
665,627,99500
424,417,137500
4,9,80000
515,522,60400
950,847,69700
901,850,75900
325,326,71200
321,312,70300
797,706,72100
592,557,84100
285,268,65600
1606,1549,82400
439,415,96800
586,521,97500
1422,1418,90400
1539,1397,87900
1995,1752,107900
662,620,109800
788,771,109300
510,533,103100
930,860,90500
1010,870,109800
340,372,98700
659,530,93100
2444,2335,103000
1992,1882,116000
1283,1248,106300
1643,1648,108900
375,320,92000
748,734,55000
1470,1453,137400
430,460,133700
264,285,130900
431,422,126200
467,447,154300
398,389,142500
705,583,156300
494,442,142400
30,35,67500
240,237,82100
21,19,67500
864,755,137500
1369,1365,179500
847,826,387000
357,359,338700
295,278,297600
1124,960,190700
357,368,327800
1078,1018,89600
193,190,102800
209,230,111400
576,503,95700
38,55,55000
605,623,105500
1467,1265,104200
1446,1305,114500
3630,3073,99100
1882,1740,141400
536,515,136600
1320,1250,118800
347,355,136400
237,222,103000
468,470,108100
234,251,113600
534,481,124600
624,616,156800
434,426,98700
369,356,93400
365,339,448300
544,549,136800
144,150,283300
159,143,446400
496,479,148600
401,398,207800
390,400,280400
475,454,191700
287,276,189400
369,356,194100
776,761,115700
611,575,170100
328,338,133000
227,245,133600
365,354,144100
193,206,265700
480,436,225700
406,419,344000
378,368,320200
228,228,267200
421,410,225900
480,463,380000
1008,1031,175200
985,934,146400
796,830,164000
1243,1136,134100
394,362,159500
503,456,133000
370,359,164500
48,59,139300
1069,926,143400
797,715,120700
86,99,141100
1018,1049,151800
380,368,166100
610,592,116500
144,150,115300
199,182,115600
193,193,127100
146,144,114100
537,452,126900
739,668,118900
180,167,150400
359,364,156900
1487,1387,170500
624,582,160900
834,806,130400
452,444,98700
886,820,113200
825,782,118800
763,736,97500
832,695,88600
256,243,84400
252,249,65200
272,219,64900
273,274,78000
225,218,67000
536,507,73100
438,382,73000
313,330,63300
317,333,66800
287,280,64400
382,362,60500
367,349,58500
495,445,49800
198,176,77400
411,422,65900
442,320,70500
367,307,62100
240,212,122200
399,382,62200
271,236,55900
370,382,71000
385,354,64700
733,588,61000
502,498,110000
767,744,103400
551,533,92600
343,315,60600
323,328,67000
658,626,67600
295,258,51700
315,322,59800
605,503,63100
612,618,81400
178,159,60900
696,649,60900
466,418,70100
413,375,158900
511,484,70000
269,290,66300
538,490,135600
116,100,67500
520,483,69300
,281,65800
360,328,67500
233,231,331300
1913,1616,178800
2617,2329,129300
3457,3329,134500
373,322,225000
143,151,117000
2996,2885,129700
974,914,105300
1279,1262,96600
315,304,89400
149,158,108600
82,98,383300
528,510,91900
224,236,135500
299,290,99800
406,408,101200
460,433,96200
369,355,90400
183,188,93900
165,148,96200
534,463,94400
345,338,112200
308,305,105200
556,555,94900
526,521,89200
254,245,103000
182,173,97300
658,622,96800
181,185,91300
367,372,81100
603,554,120500
150,148,112500
380,387,87000
187,190,84200
298,305,84200
296,305,83400
327,286,84000
554,510,84400
47,51,108300
192,190,80200
646,611,88200
276,277,72900
290,277,77000
17,32,93800
258,267,78800
338,319,72700
460,357,78400
228,226,73400
174,106,112500
649,606,95000
764,783,89500
506,478,88400
410,377,88200
516,529,112700
364,331,114300
1222,1229,120000
1558,1473,98600
3513,2873,151300
935,907,133000
758,729,107000
1400,1421,93300
2979,2832,129600
684,624,82500
1507,1356,116600
779,769,86000
599,541,96500
1056,1030,103300
939,862,100500
173,130,109500
282,229,99300
552,556,124000
264,285,118500
117,134,120700
860,793,92900
805,774,130700
257,243,137500
963,898,133100
769,681,105700
141,155,116100
299,282,159700
546,506,107900
908,818,105500
523,513,198500
246,253,199000
741,723,183200
578,565,161000
493,492,119500
501,482,139700
540,519,161700
409,400,156800
415,397,135800
864,730,153000
408,375,142200
404,415,166100
518,505,148000
1148,1063,162100
607,640,288200
527,487,213000
372,339,150000
1409,1315,150500
430,456,240000
448,394,177900
190,201,148300
845,763,190200
151,159,326700
830,830,160000
838,804,195400
1558,1467,158500
282,295,136400
245,267,140500
193,194,163400
208,205,143600
499,453,157700
409,374,165700
634,600,139000
550,553,139200
447,418,144300
293,306,121600
1019,990,232300
510,505,196000
689,667,249400
476,480,212900
546,515,169500
440,429,250300
1401,1331,216100
556,550,169600
444,452,221600
266,255,188700
520,475,189800
363,360,258700
421,384,270600
601,522,159800
280,273,213500
175,160,217400
289,276,173300
464,452,147300
573,544,186200
16,14,350000
669,643,242100
912,897,117100
1246,1038,112900
594,576,113500
1051,1037,143200
2690,2435,121200
1332,1271,124700
1105,1098,115400
2372,2250,124500
1411,1219,142900
1106,1047,99900
361,343,103800
482,503,131900
420,418,122200
774,782,127500
744,660,102000
551,562,124900
578,480,118400
642,629,126000
421,417,117800
509,544,122700
207,217,146400
890,798,130600
706,704,91600
226,244,135700
704,659,130200
584,568,125400
353,343,115500
479,467,114500
1094,1065,132500
429,432,134900
1271,1151,82500
207,223,134300
850,814,119800
438,454,140600
208,211,143000
492,454,117100
340,349,125400
586,590,145300
597,568,145600
827,683,133000
488,480,166800
533,543,144400
638,564,137000
481,489,134500
185,194,112800
236,236,135500
243,242,135600
619,622,167400
70,77,276100
1034,941,244300
313,361,141800
886,802,149000
241,216,124300
524,519,111600
346,352,128700
615,601,147300
264,258,160000
174,174,158800
378,360,144000
363,346,130500
941,926,162700
666,652,142900
637,635,143400
1348,1178,146600
1227,1139,243200
,627,390800
970,920,274500
471,463,131700
607,595,137500
1278,1169,139000
273,276,214700
714,675,170500
849,849,148700
971,948,133000
589,581,131700
422,369,143800
956,946,145800
226,227,130700
626,605,112100
284,277,147000
287,299,115400
668,593,171000
286,274,179200
217,241,204800
44,29,225000
557,562,293300
267,256,121900
480,426,116000
1223,1179,159000
1551,1494,189600
667,655,131600
1747,1470,222500
109,96,212500
959,931,263100
441,428,203400
1565,1494,273200
94,83,55000
1279,1272,112500
560,536,101900
1777,1712,136100
910,812,123700
2474,2359,132700
464,490,116900
1819,1710,103400
539,497,95600
619,561,96100
504,469,103300
299,317,110500
1369,1299,115600
198,213,111600
378,351,112500
225,223,109100
499,470,127500
682,666,109400
146,167,101100
186,192,108700
1090,1059,104400
38,41,165000
680,579,91300
,375,90700
580,497,112500
521,565,113300
253,250,101600
350,338,150000
1136,995,92500
470,480,95600
718,613,89600
563,525,92400
628,593,118600
498,504,114000
3358,3234,116300
1167,1112,113500
896,855,135800
363,347,118000
244,235,129500
491,485,140200
258,262,134100
1008,983,134500
780,775,123300
411,407,126900
198,191,118800
370,371,132400
938,947,138000
432,440,125500
332,288,32500
509,450,52500
134,133,157500
391,352,157700
3392,3086,130600
2282,2140,145900
384,316,237600
414,404,209900
1132,984,144400
465,456,240900
655,639,247500
465,345,188400
685,646,125700
502,541,91200
921,886,150400
629,587,138700
637,616,154400
254,256,143500
459,424,94400
849,843,144400
763,758,148100
153,155,241100
463,432,175700
441,422,213800
339,336,219300
386,372,191700
202,178,151600
247,224,157800
307,305,160200
229,219,144600
260,233,156700
557,530,82000
171,183,170100
391,378,155400
276,290,104600
396,420,88300
1063,953,134600
548,517,86100
1777,1694,121200
1507,1299,97800
235,262,100300
291,301,96200
223,233,95900
1178,1131,108900
897,884,103600
6210,5358,153700
277,250,162500
261,249,137500
255,256,72900
254,218,92500
327,314,136800
212,212,52800
264,244,162500
1083,905,89700
593,559,374200
473,451,293800
417,336,265900
725,651,193600
168,169,210000
624,595,241500
230,217,363300
335,342,146200
106,94,225000
394,372,145900
613,555,157300
400,367,136500
536,535,155300
356,338,192200
270,255,145400
782,747,192400
669,648,217600
382,358,243000
512,481,221200
612,600,216000
739,654,207900
338,331,180400
325,304,170800
90,95,202500
741,720,290500
429,357,336800
70,52,100000
301,239,225000
3522,3258,289600
63,54,500001
861,821,206700
1385,856,292400
1748,1583,254900
2062,2023,187800
2278,2199,137200
1333,1236,252200
127,119,426900
213,190,184200
295,262,140200
454,389,107300
331,324,121800
283,316,134300
380,357,129200
773,730,142500
559,550,131000
739,753,136000
886,788,128200
362,364,139300
791,784,137300
288,303,128400
226,198,114400
433,417,144000
609,564,150000
145,132,95300
628,534,91300
463,374,187500
366,363,128900
470,471,162500
295,331,160400
444,481,130500
526,472,104300
409,394,107000
896,881,182600
1025,984,163000
310,312,222100
733,713,231800
476,479,161800
262,256,236800
392,388,213000
690,666,179700
580,648,225400
154,129,111600
711,762,193100
2426,2230,157700
749,676,164400
1411,1450,165500
668,591,124300
1412,1350,162500
1555,1538,123500
573,518,95600
189,204,213500
485,438,360100
404,379,392900
578,580,286300
695,659,277000
469,463,325000
253,251,310500
311,285,395500
287,289,354000
371,354,345400
362,355,304100
405,407,307100
495,473,191700
554,509,254100
278,305,390500
490,490,406700
296,302,255900
427,406,242700
775,663,226800
534,480,202900
634,623,176600
420,379,146900
428,456,165600
522,491,119300
321,350,259400
471,464,208600
541,497,251100
661,580,230500
340,369,239000
370,385,233500
1035,847,137500
1796,1621,163000
248,219,174000
605,573,155700
365,322,136400
345,358,145300
553,536,150000
341,345,106000
334,316,148800
1256,1094,101000
200,188,166300
496,458,162500
313,319,151500
396,412,145600
516,524,158800
311,262,243900
414,435,192800
1209,1057,122800
890,765,114100
659,631,121300
281,294,116300
337,326,115800
585,550,139300
1185,1055,137300
492,498,137200
388,368,123400
692,647,135000
314,302,121300
391,391,166400
572,483,144900
511,504,139600
952,859,114900
408,395,137000
409,375,138100
236,261,141000
590,615,157200
468,428,130400
379,391,122800
439,437,144300
258,242,158200
241,253,118000
455,475,122600
371,354,111700
511,495,106700
811,734,127000
235,225,116300
816,688,126200
595,566,132000
631,557,111800
554,529,136000
736,681,128800
362,383,135500
391,426,144000
,843,158700
460,449,159800
651,591,113200
252,231,117200
130,138,112500
1599,1389,128900
713,693,98100
544,536,111200
372,355,108300
429,365,110400
339,336,91800
334,334,90500
219,198,79200
143,147,85700
310,303,88300
520,523,104000
216,222,108600
1119,949,113600
501,535,162000
348,356,147600
525,511,147500
,611,151000
695,663,159900
628,589,167500
374,378,194300
,358,99700
103,103,186500
411,389,159100
345,352,185500
524,475,178500
504,482,207900
903,858,149100
607,592,100000
251,268,96900
362,350,95700
382,371,137000
507,484,102500
579,549,159100
930,831,158000
729,723,175400
587,589,195100
661,621,176000
325,324,164100
346,328,170300
348,356,160400
232,239,175400
211,210,103600
766,745,150200
871,782,202300
47,42,416700
41,34,500000
9,7,275000
152,149,181300
236,270,201100
199,204,225000
95,85,183300
1516,1001,245200
2219,1499,343100
879,781,225200
2819,2473,181800
374,399,131500
381,327,191700
1802,1296,191700
98,50,315000
919,886,206300
1181,1122,361400
1745,1600,231700
1704,1668,311500
2485,2410,245600
1386,1341,164600
1198,1161,156900
3915,3744,169600
2055,2009,157600
1062,1028,155700
1271,1228,178700
1210,1101,181300
4095,3832,132600
1035,895,139300
1584,1396,127800
200,185,100800
465,500,120400
580,441,118800
562,564,161400
261,245,152500
1092,1042,174800
1311,1285,158900
1303,1145,116400
488,458,103000
1796,1705,141900
1071,1070,134100
965,878,119000
131,119,116100
1767,1555,141000
226,203,93500
473,328,108800
963,988,101600
630,580,99200
328,290,98600
531,503,90600
750,702,120700
572,642,113400
382,340,117400
390,357,106400
227,187,112500
495,436,143100
478,435,195600
273,229,125000
249,194,207700
665,666,154700
649,632,143400
1170,1098,143700
2315,1759,147300
1493,1482,161400
1864,1524,149200
254,251,181800
45,76,137500
1244,1164,121700
1017,900,105800
1316,1154,91100
893,702,111900
809,742,115400
265,290,99500
884,780,109800
418,366,89900
400,349,95100
831,753,97400
828,781,113800
992,981,116400
525,523,128300
419,444,127700
560,538,127400
632,573,120200
930,839,127500
1187,1019,121700
639,628,113500
537,500,95300
1550,1279,105500
1139,812,92000
667,720,105400
290,299,95600
587,572,130600
251,253,102000
772,760,105500
347,376,128100
